treatment;number;date;Cylindrospermium;Chlamydomonas terricola;Ankistrodesmus sp.;Phacus smulkowskia;Cryptomonas sp.;Oocystis sp.;Tetraedron sp.;Nitzschia sp.;Fragilaria capucina;Coccoid Cyanobacterium;Eudorina elegans;Gymnodinium sp;Peridinium cinctum;Closterium navicula;Staurastrum hirsutum;Tetmemorus laevis;Stichococcus sp.;Microthamnion sp.;Cosmarium biretum;all
HSA;2;12.07.2006;0;0;0;0;0;0;0;0;0;9774796.546;0;0;0;0;0;0;0;0;0;9774796.546
HSA;3;12.07.2006;0;0;0;0;0;0;0;0;0;7962517.172;0;0;0;0;0;0;0;0;0;7962517.172
HSA;4;12.07.2006;0;0;0;0;0;0;0;0;0;10488777.64;0;0;0;0;0;0;0;0;0;10488777.64
HSA;5;12.07.2006;0;0;0;0;0;0;0;0;0;8759641.016;0;0;0;0;0;0;0;0;0;8759641.016
HSA;6;12.07.2006;0;2292545.257;0;0;0;0;0;0;0;8382882.263;0;0;0;0;0;0;0;0;0;10675427.52
HSA;7;12.07.2006;0;0;0;0;0;0;0;0;0;8571261.639;0;0;0;0;0;0;0;0;0;8571261.639
HSA;8;12.07.2006;0;0;0;0;0;0;0;0;0;8539865.077;0;0;0;0;0;0;0;0;0;8539865.077
HSP;1;12.07.2006;0;0;0;0;0;0;0;0;0;5491936.011;0;0;0;0;0;0;0;0;0;5491936.011
HSP;2;12.07.2006;0;8220135.816;951820.0129;0;0;0;0;0;0;2382999.115;0;0;0;0;0;0;0;0;0;11554954.94
HSP;3;12.07.2006;0;700499.9396;0;0;0;0;0;0;0;1282317.023;0;0;0;0;0;0;0;0;0;1982816.962
HSP;4;12.07.2006;0;14515613.49;258430.0047;0;0;0;0;0;0;3183.860842;0;0;0;0;0;0;0;0;0;14777227.36
HSP;5;12.07.2006;0;14753931.67;77212.21378;0;0;0;0;0;0;7958.021028;0;0;0;0;0;0;0;0;0;14839101.9
HSP;6;12.07.2006;0;1801285.559;192416.0776;0;0;0;0;0;0;6882575.084;0;0;0;0;0;0;0;0;0;8876276.721
HSP;7;12.07.2006;0;47031168.92;2161033.607;0;0;0;0;0;0;16181.30942;0;0;0;0;0;0;0;0;0;49208383.84
HSP;8;12.07.2006;0;4927898.214;3241550.41;0;0;0;0;0;0;3634525.911;0;0;0;0;0;0;0;0;0;11803974.54
HVA;1;12.07.2006;0;0;0;0;0;0;0;0;0;3293275.175;0;0;0;0;0;0;0;0;0;3293275.175
HVA;2;12.07.2006;0;0;0;0;0;0;0;0;0;3177332.154;0;0;0;0;0;0;0;0;0;3177332.154
HVA;3;12.07.2006;0;0;0;0;0;0;0;0;0;8116011.479;0;0;0;0;0;0;0;0;0;8116011.479
HVA;4;12.07.2006;0;0;0;0;0;0;0;0;0;8717778.932;0;0;0;0;0;0;0;0;0;8717778.932
HVA;5;12.07.2006;0;0;0;0;0;0;0;0;0;8613123.723;0;0;0;0;0;0;0;0;0;8613123.723
HVA;6;12.07.2006;0;0;0;0;0;0;0;0;0;2874529.748;0;0;0;0;0;0;0;0;0;2874529.748
HVA;7;12.07.2006;0;0;0;0;0;0;0;0;0;7359503.824;0;0;0;0;0;0;0;0;0;7359503.824
HVA;8;12.07.2006;0;0;0;0;0;0;0;0;0;8087231.297;0;0;0;0;0;0;0;0;0;8087231.297
HVP;1;12.07.2006;0;0;0;0;0;0;0;0;0;5799206.784;0;0;0;0;0;0;0;0;0;5799206.784
HVP;2;12.07.2006;0;0;0;0;0;0;0;0;0;2583820.833;0;0;0;0;0;0;0;0;0;2583820.833
HVP;3;12.07.2006;0;1258041.851;1357.43388;0;0;0;0;0;0;6627664.896;0;0;0;0;0;0;0;0;0;7887064.181
HVP;4;12.07.2006;27900.43694;45418694.68;354373.4299;0;0;0;0;0;0;275.3484304;0;0;0;0;0;0;0;0;0;45801243.9
HVP;5;12.07.2006;0;46504400.53;264169.2841;0;0;0;0;0;0;1376.742152;0;0;0;0;0;0;0;0;0;46769946.56
HVP;6;12.07.2006;0;0;0;0;0;0;0;0;0;5589751.011;0;0;0;0;0;0;0;0;0;5589751.011
HVP;7;12.07.2006;0;44542787.06;132504.8477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44675291.91
HVP;8;12.07.2006;0;34965983.43;430975.3632;0;0;0;0;0;0;438.5178706;0;0;0;0;0;0;0;0;0;35397397.31
LSA;1;09.08.2006;0;64759715.02;8657.987207;0;0;0;0;0;0;3329.99508;0;0;0;0;0;0;0;0;0;64771703.01
LSA;2;09.08.2006;0;87967305.85;0;0;0;0;0;0;0;493.3326044;0;0;0;0;0;0;0;0;0;87967799.18
LSA;3;09.08.2006;0;62875894.28;0;0;0;0;0;0;164683.393;358.7873486;0;0;0;0;0;0;0;0;0;63040936.46
LSA;4;09.08.2006;0;0;0;0;0;0;0;0;0;6515513.55;0;0;0;0;0;0;0;0;0;6515513.55
LSA;5;09.08.2006;0;67267065.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67267065.61
LSA;6;09.08.2006;0;53269183.13;7103.989503;0;0;0;0;0;0;910.767885;0;0;0;0;0;0;0;0;0;53277197.89
LSA;7;09.08.2006;0;53169428.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53169428.1
LSA;8;09.08.2006;0;0;0;0;0;0;0;0;0;6983426.648;0;0;0;0;0;0;0;0;0;6983426.648
LSP;1;09.08.2006;0;9895264.721;153585.1644;0;0;0;0;0;0;4726591.519;0;0;0;0;0;0;0;0;0;14775441.4
LSP;2;09.08.2006;0;0;0;0;0;0;0;0;0;7482847.463;0;0;0;0;0;0;0;0;0;7482847.463
LSP;3;09.08.2006;0;0;0;0;0;0;0;0;0;4982569.104;0;0;0;0;0;0;0;0;0;4982569.104
LSP;4;09.08.2006;0;0;0;0;0;0;0;0;0;3301498.084;0;0;0;0;0;0;0;0;0;3301498.084
LSP;5;09.08.2006;0;0;0;0;0;0;0;0;0;4931373.587;0;0;0;0;0;0;0;0;0;4931373.587
LSP;6;09.08.2006;0;0;0;0;0;0;0;0;0;9833229.038;0;0;0;0;0;0;0;0;0;9833229.038
LSP;7;09.08.2006;0;0;0;0;0;0;0;0;0;4777510.303;0;0;0;0;0;0;0;0;0;4777510.303
LSP;8;09.08.2006;0;0;0;0;0;0;0;0;0;4477532.247;0;0;0;0;0;0;0;0;0;4477532.247
LVA;1;09.08.2006;0;0;0;0;0;0;0;0;0;8231132.209;0;0;0;0;0;0;0;0;0;8231132.209
LVA;2;09.08.2006;0;0;0;0;0;0;0;0;0;5136636.929;0;0;0;0;0;0;0;0;0;5136636.929
LVA;3;09.08.2006;0;0;0;0;0;0;0;0;0;8240725.604;0;0;0;0;0;0;0;0;0;8240725.604
LVA;4;09.08.2006;0;0;0;0;0;0;0;0;0;7563791.726;0;0;0;0;0;0;0;0;0;7563791.726
LVA;5;09.08.2006;0;0;0;0;0;0;0;0;0;5399412.509;0;0;0;0;0;0;0;0;0;5399412.509
LVA;6;09.08.2006;0;0;0;0;0;0;0;0;0;9331420.727;0;0;0;0;0;0;0;0;0;9331420.727
LVA;7;09.08.2006;0;0;0;0;0;0;0;0;0;7204039.445;0;0;0;0;0;0;0;0;0;7204039.445
LVA;8;09.08.2006;0;0;0;0;0;0;0;0;0;7213033.252;0;0;0;0;0;0;0;0;0;7213033.252
LVP;1;09.08.2006;0;0;0;0;0;0;0;0;0;6747353.909;0;0;0;0;0;0;0;0;0;6747353.909
LVP;2;09.08.2006;0;0;0;0;0;0;0;0;0;5117867.245;0;0;0;0;0;0;0;0;0;5117867.245
LVP;3;09.08.2006;0;0;0;0;0;0;0;0;0;5784816.693;0;0;0;0;0;0;0;0;0;5784816.693
LVP;4;09.08.2006;0;0;0;0;0;0;0;0;0;6780272.418;0;0;0;0;0;0;0;0;0;6780272.418
LVP;5;09.08.2006;0;0;0;0;0;0;0;0;0;5396284.228;0;0;0;0;0;0;0;0;0;5396284.228
LVP;6;09.08.2006;0;0;0;0;0;0;0;0;0;2325438.75;0;0;0;0;0;0;0;0;0;2325438.75
LVP;7;09.08.2006;0;0;0;0;0;0;0;0;0;9941154.723;0;0;0;0;0;0;0;0;0;9941154.723
LVP;8;09.08.2006;0;0;0;0;0;0;0;0;0;2515137.692;0;0;0;0;0;0;0;0;0;2515137.692
HSA;1;09.08.2006;0;0;0;0;0;0;0;0;0;9893187.752;0;0;0;0;0;0;0;0;0;9893187.752
HSA;2;09.08.2006;0;0;0;0;0;0;0;0;0;5913642.272;0;0;0;0;0;0;0;0;0;5913642.272
HSA;3;09.08.2006;0;0;0;0;0;0;0;0;0;4817802.559;0;0;0;0;0;0;0;0;0;4817802.559
HSA;4;09.08.2006;0;0;0;0;0;0;0;0;0;6414951.216;0;0;0;0;0;0;0;0;0;6414951.216
HSA;5;09.08.2006;0;0;0;0;0;0;0;0;0;8469596.579;0;0;0;0;0;0;0;0;0;8469596.579
HSA;6;09.08.2006;0;0;0;0;0;0;0;0;0;5192424.602;0;0;0;0;0;0;0;0;0;5192424.602
HSA;7;09.08.2006;0;0;0;0;0;0;0;0;0;6941102.85;0;0;0;0;0;0;0;0;0;6941102.85
HSA;8;09.08.2006;0;0;0;0;0;0;0;0;0;7152721.84;0;0;0;0;0;0;0;0;0;7152721.84
HSP;1;09.08.2006;0;0;0;0;0;0;0;0;0;5278547.118;0;0;0;0;0;0;0;0;0;5278547.118
HSP;2;09.08.2006;0;3499342.926;73661.60544;0;0;0;0;0;0;1624565.568;0;0;0;0;0;0;0;0;0;5197570.099
HSP;3;09.08.2006;0;0;0;0;0;0;0;0;0;6361935.09;0;0;0;0;0;0;0;0;0;6361935.09
HSP;4;09.08.2006;0;33485624.15;395793.7009;0;0;0;0;0;0;1479.997813;0;0;0;0;0;0;0;0;0;33882897.84
HSP;5;09.08.2006;8893268.911;23691818.34;90575.86616;0;0;0;0;0;0;46449.16214;0;0;0;0;0;0;0;0;0;32722112.28
HSP;6;09.08.2006;0;0;0;0;0;0;0;0;0;2540163.938;0;0;0;0;0;0;0;0;0;2540163.938
HSP;7;09.08.2006;0;53873413.56;245392.0946;0;0;0;0;0;0;16914.26072;0;0;0;0;0;0;0;0;0;54135719.92
HSP;8;09.08.2006;0;385075.5591;63501.16827;0;0;0;0;0;0;3297386.629;0;0;0;0;0;0;0;0;0;3745963.357
HVA;1;09.08.2006;0;0;0;0;0;0;0;0;0;4812046.522;0;0;0;0;0;0;0;0;0;4812046.522
HVA;2;09.08.2006;0;0;0;0;0;0;0;0;0;4886874.997;0;0;0;0;0;0;0;0;0;4886874.997
HVA;3;09.08.2006;0;0;0;0;0;0;0;0;0;4615898.509;0;0;0;0;0;0;0;0;0;4615898.509
HVA;4;09.08.2006;0;0;0;0;0;0;0;0;0;5036531.946;0;0;0;0;0;0;0;0;0;5036531.946
HVA;5;09.08.2006;0;0;0;0;0;0;0;0;0;6797201.938;0;0;0;0;0;0;0;0;0;6797201.938
HVA;6;09.08.2006;0;0;0;0;0;0;0;0;0;4359664.69;0;0;0;0;0;0;0;0;0;4359664.69
HVA;7;09.08.2006;0;0;0;0;0;0;0;0;0;7536810.305;0;0;0;0;0;0;0;0;0;7536810.305
HVA;8;09.08.2006;0;0;0;0;0;0;0;0;0;5792011.738;0;0;0;0;0;0;0;0;0;5792011.738
HVP;1;09.08.2006;0;0;0;0;0;0;0;0;0;6112001.926;0;0;0;0;0;0;0;0;0;6112001.926
HVP;2;09.08.2006;0;0;0;0;0;0;0;0;0;5096490.66;0;0;0;0;0;0;0;0;0;5096490.66
HVP;3;09.08.2006;0;0;0;0;0;0;0;0;0;3875731.25;0;0;0;0;0;0;0;0;0;3875731.25
HVP;4;09.08.2006;1734776.696;56915783.47;38479.94314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58689040.11
HVP;5;09.08.2006;0;37489751.97;60448.4925;0;0;0;0;0;0;645.8172276;0;0;0;0;0;0;0;0;0;37550846.28
HVP;6;09.08.2006;0;0;0;0;0;0;0;0;0;5612135.597;0;0;0;0;0;0;0;0;0;5612135.597
HVP;7;09.08.2006;0;40175847.16;32594.77537;0;0;0;0;0;0;1160.782599;0;0;0;0;0;0;0;0;0;40209602.71
HVP;8;09.08.2006;0;20183162.07;55411.11812;0;0;0;0;0;0;1591841.821;0;0;0;0;0;0;0;0;0;21830415
LSA;1;06.09.2006;0;57203964.65;0;0;0;0;0;0;0;5591.10285;0;0;0;0;0;0;0;0;0;57209555.76
LSA;2;06.09.2006;0;26601339.89;0;0;0;0;0;0;0;2276.919713;0;0;0;0;0;0;0;0;0;26603616.81
LSA;3;06.09.2006;0;56709383.44;0;0;0;0;0;0;0;2239.99669;0;0;0;0;0;0;0;0;0;56711623.43
LSA;4;06.09.2006;0;0;0;0;0;0;0;0;0;7047033.27;0;0;0;0;0;0;0;0;0;7047033.27
LSA;5;06.09.2006;0;55457925.73;0;0;0;0;0;0;0;26814.07803;0;0;0;0;0;0;0;0;0;55484739.8
LSA;6;06.09.2006;0;55490044.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55490044.99
LSA;7;06.09.2006;0;0;0;0;0;0;0;0;0;8413406.699;0;0;0;0;0;0;0;0;0;8413406.699
LSA;8;06.09.2006;0;54067223.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54067223.33
LSP;1;06.09.2006;0;0;0;0;0;0;0;0;0;3739121.317;0;0;0;0;0;0;0;0;0;3739121.317
LSP;2;06.09.2006;0;1025973.856;2781.626804;0;0;0;0;0;0;10107600.11;0;0;0;0;0;0;0;0;0;11136355.59
LSP;3;06.09.2006;0;0;0;0;0;0;0;0;0;3875731.25;0;0;0;0;0;0;0;0;0;3875731.25
LSP;4;06.09.2006;0;0;0;0;0;0;0;0;0;8675916.849;0;0;0;0;0;0;0;0;0;8675916.849
LSP;5;06.09.2006;0;0;0;0;0;0;0;0;0;14126958.18;0;0;0;0;0;0;0;0;0;14126958.18
LSP;6;06.09.2006;0;0;0;0;0;0;0;0;0;10360865.72;0;0;0;0;0;0;0;0;0;10360865.72
LSP;7;06.09.2006;0;0;0;0;0;0;0;0;0;6742785.626;0;0;0;0;0;0;0;0;0;6742785.626
LSP;8;06.09.2006;0;0;0;0;0;0;0;0;0;6354664.307;0;0;0;0;0;0;0;0;0;6354664.307
LVA;1;06.09.2006;0;0;0;0;0;0;0;0;0;7693902.135;0;0;0;0;0;0;0;0;0;7693902.135
LVA;2;06.09.2006;0;0;0;0;0;0;0;0;0;7580257.312;0;0;0;0;0;0;0;0;0;7580257.312
LVA;3;06.09.2006;0;0;0;0;0;0;0;0;0;5849572.103;0;0;0;0;0;0;0;0;0;5849572.103
LVA;4;06.09.2006;0;0;0;0;0;0;0;0;0;8490153.852;0;0;0;0;0;0;0;0;0;8490153.852
LVA;5;06.09.2006;0;0;0;0;0;0;0;0;0;10591107.18;0;0;0;0;0;0;0;0;0;10591107.18
LVA;6;06.09.2006;0;0;0;0;0;0;0;0;0;9513158.523;0;0;0;0;0;0;0;0;0;9513158.523
LVA;7;06.09.2006;0;0;0;0;0;0;0;0;0;11077172.48;0;0;0;0;0;0;0;0;0;11077172.48
LVA;8;06.09.2006;0;0;0;0;0;0;0;0;0;7651100.838;0;0;0;0;0;0;0;0;0;7651100.838
LVP;1;06.09.2006;0;0;0;0;0;0;0;0;0;7876176.625;0;0;0;0;0;0;0;0;0;7876176.625
LVP;2;06.09.2006;0;0;0;0;0;0;0;0;0;11486490.64;0;0;0;0;0;0;0;0;0;11486490.64
LVP;3;06.09.2006;0;0;0;0;0;0;0;0;0;12058896.49;0;0;0;0;0;0;0;0;0;12058896.49
LVP;4;06.09.2006;0;0;0;0;0;0;0;0;0;8529399.556;0;0;0;0;0;0;0;0;0;8529399.556
LVP;5;06.09.2006;0;0;0;0;0;0;0;0;0;4096379.316;0;0;0;0;0;0;0;0;0;4096379.316
LVP;6;06.09.2006;0;0;0;0;0;0;0;0;0;8927089.351;0;0;0;0;0;0;0;0;0;8927089.351
LVP;7;06.09.2006;0;0;0;0;0;0;0;0;0;7693902.135;0;0;0;0;0;0;0;0;0;7693902.135
LVP;8;06.09.2006;0;0;0;0;0;0;0;0;0;7895363.413;0;0;0;0;0;0;0;0;0;7895363.413
HSA;1;06.09.2006;0;0;0;0;0;0;0;0;0;7757366.127;0;0;0;0;0;0;0;0;0;7757366.127
HSA;2;06.09.2006;0;0;0;0;0;0;0;0;0;12174017.22;0;0;0;0;0;0;0;0;0;12174017.22
HSA;3;06.09.2006;0;0;0;0;0;0;0;0;0;7571401.871;0;0;0;0;0;0;0;0;0;7571401.871
HSA;4;06.09.2006;0;0;0;0;0;0;0;0;0;9796774.14;0;0;0;0;0;0;0;0;0;9796774.14
HSA;5;06.09.2006;0;0;0;0;0;0;0;0;0;9566532.68;0;0;0;0;0;0;0;0;0;9566532.68
HSA;6;06.09.2006;0;0;0;0;0;0;0;0;0;9957943.162;0;0;0;0;0;0;0;0;0;9957943.162
HSA;7;06.09.2006;0;0;0;0;0;0;0;0;0;9439899.876;0;0;0;0;0;0;0;0;0;9439899.876
HSA;8;06.09.2006;0;0;0;0;0;0;0;0;0;7981703.961;0;0;0;0;0;0;0;0;0;7981703.961
HSP;1;06.09.2006;0;0;0;0;0;0;0;0;0;6354664.307;0;0;0;0;0;0;0;0;0;6354664.307
HSP;2;06.09.2006;0;1400999.879;0;0;0;0;0;0;0;5308344.781;0;0;0;0;0;0;0;0;0;6709344.661
HSP;3;06.09.2006;0;0;0;0;0;0;0;0;0;6833237.628;0;0;0;0;0;0;0;0;0;6833237.628
HSP;4;06.09.2006;0;39514725.62;152108.9517;0;0;0;0;0;0;232.1565197;0;0;0;0;0;0;0;0;0;39667066.73
HSP;5;06.09.2006;44335801.16;7948997.607;17957.3068;0;0;0;0;0;0;6906.656461;0;0;0;0;0;0;0;0;0;52309662.73
HSP;6;06.09.2006;0;0;0;0;0;0;0;0;0;10199696.7;0;0;0;0;0;0;0;0;0;10199696.7
HSP;7;06.09.2006;0;25825150.79;94990.48821;0;0;0;0;0;0;15391.97726;0;0;0;0;0;0;0;0;0;25935533.26
HSP;8;06.09.2006;0;0;0;0;0;0;0;0;0;4364122.227;0;0;0;0;0;0;0;0;0;4364122.227
HVA;1;06.09.2006;0;0;0;0;0;0;0;0;0;9946431.089;0;0;0;0;0;0;0;0;0;9946431.089
HVA;2;06.09.2006;0;0;0;0;0;0;0;0;0;7933736.99;0;0;0;0;0;0;0;0;0;7933736.99
HVA;3;06.09.2006;0;0;0;0;0;0;0;0;0;8738709.974;0;0;0;0;0;0;0;0;0;8738709.974
HVA;4;06.09.2006;0;0;0;0;0;0;0;0;0;14817682.56;0;0;0;0;0;0;0;0;0;14817682.56
HVA;5;06.09.2006;0;0;0;0;0;0;0;0;0;9704677.556;0;0;0;0;0;0;0;0;0;9704677.556
HVA;6;06.09.2006;0;0;0;0;0;0;0;0;0;9313267.073;0;0;0;0;0;0;0;0;0;9313267.073
HVA;7;06.09.2006;0;0;0;0;0;0;0;0;0;8173571.844;0;0;0;0;0;0;0;0;0;8173571.844
HVA;8;06.09.2006;0;0;0;0;0;0;0;0;0;9543508.534;0;0;0;0;0;0;0;0;0;9543508.534
HVP;1;06.09.2006;0;0;0;0;0;0;0;0;0;11857435.21;0;0;0;0;0;0;0;0;0;11857435.21
HVP;2;06.09.2006;0;0;0;0;0;0;0;0;0;8288692.574;0;0;0;0;0;0;0;0;0;8288692.574
HVP;3;06.09.2006;0;0;0;0;0;0;0;0;0;8317472.757;0;0;0;0;0;0;0;0;0;8317472.757
HVP;4;06.09.2006;27860136.61;14308195.69;0;0;0;0;0;0;0;15391.97726;0;0;0;0;0;0;0;0;0;42183724.28
HVP;5;06.09.2006;0;12858120.38;3358.249583;0;0;0;0;0;0;143.5149395;0;0;0;0;0;0;0;0;0;12861622.15
HVP;6;06.09.2006;0;0;0;0;0;0;0;0;0;10003991.45;0;0;0;0;0;0;0;0;0;10003991.45
HVP;7;06.09.2006;0;31433254.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31433254.91
HVP;8;06.09.2006;0;35299752.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35299752.6
LSA;1;04.10.2006;0;53305934.98;0;0;0;0;0;0;0;6543.148227;0;0;0;0;0;0;0;0;0;53312478.13
LSA;2;04.10.2006;0;58068508.2;0;0;0;0;0;0;0;4275.549238;0;0;0;0;0;0;0;0;0;58072783.75
LSA;3;04.10.2006;0;56499089.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56499089.06
LSA;4;04.10.2006;0;0;0;0;0;0;0;0;0;9647117.191;0;0;0;0;0;0;0;0;0;9647117.191
LSA;5;04.10.2006;0;51548408.95;0;0;0;0;0;0;0;5327.992127;0;0;0;0;0;0;0;0;0;51553736.95
LSA;6;04.10.2006;0;57550560.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57550560.94
LSA;7;04.10.2006;0;48041112.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48041112.98
LSA;8;04.10.2006;0;0;0;0;0;0;0;0;0;7553690.989;0;0;0;0;0;0;0;0;0;7553690.989
LSP;1;04.10.2006;0;0;0;0;0;0;0;0;0;8874761.746;0;0;0;0;0;0;0;0;0;8874761.746
LSP;2;04.10.2006;0;0;0;0;0;0;0;0;0;9716189.629;0;0;0;0;0;0;0;0;0;9716189.629
LSP;3;04.10.2006;0;0;0;0;0;0;0;0;0;9819798.286;0;0;0;0;0;0;0;0;0;9819798.286
LSP;4;04.10.2006;0;0;0;0;0;0;0;0;0;5193224.051;0;0;0;0;0;0;0;0;0;5193224.051
LSP;5;04.10.2006;0;0;0;0;0;0;0;0;0;11555243.29;0;0;0;0;0;0;0;0;0;11555243.29
LSP;6;04.10.2006;0;0;0;0;0;0;0;0;0;4154356.785;0;0;0;0;0;0;0;0;0;4154356.785
LSP;7;04.10.2006;0;0;0;0;0;0;0;0;0;11828655.03;0;0;0;0;0;0;0;0;0;11828655.03
LSP;8;04.10.2006;0;0;0;0;0;0;0;0;0;4913837.484;0;0;0;0;0;0;0;0;0;4913837.484
LVA;1;04.10.2006;0;0;0;0;0;0;0;0;0;5491936.011;0;0;0;0;0;0;0;0;0;5491936.011
LVA;2;04.10.2006;0;0;0;0;0;0;0;0;0;7482847.463;0;0;0;0;0;0;0;0;0;7482847.463
LVA;3;04.10.2006;0;0;0;0;0;0;0;0;0;6377688.453;0;0;0;0;0;0;0;0;0;6377688.453
LVA;4;04.10.2006;0;0;0;0;0;0;0;0;0;8372416.742;0;0;0;0;0;0;0;0;0;8372416.742
LVA;5;04.10.2006;0;0;0;0;0;0;0;0;0;9405363.657;0;0;0;0;0;0;0;0;0;9405363.657
LVA;6;04.10.2006;0;0;0;0;0;0;0;0;0;8642910.206;0;0;0;0;0;0;0;0;0;8642910.206
LVA;7;04.10.2006;0;0;0;0;0;0;0;0;0;11128337.25;0;0;0;0;0;0;0;0;0;11128337.25
LVA;8;04.10.2006;0;0;0;0;0;0;0;0;0;8642910.206;0;0;0;0;0;0;0;0;0;8642910.206
LVP;1;04.10.2006;0;0;0;0;0;0;0;0;0;10348074.53;0;0;0;0;0;0;0;0;0;10348074.53
LVP;2;04.10.2006;0;0;0;0;0;0;0;0;0;8144791.662;0;0;0;0;0;0;0;0;0;8144791.662
LVP;3;04.10.2006;0;0;0;0;0;0;0;0;0;10360865.72;0;0;0;0;0;0;0;0;0;10360865.72
LVP;4;04.10.2006;0;0;0;0;0;0;0;0;0;12519379.41;0;0;0;0;0;0;0;0;0;12519379.41
LVP;5;04.10.2006;0;0;0;0;0;0;0;0;0;9416875.73;0;0;0;0;0;0;0;0;0;9416875.73
LVP;6;04.10.2006;0;0;0;0;0;0;0;0;0;5749264.702;0;0;0;0;0;0;0;0;0;5749264.702
LVP;7;04.10.2006;0;0;0;0;0;0;0;0;0;12001336.12;0;0;0;0;0;0;0;0;0;12001336.12
LVP;8;04.10.2006;0;0;0;0;0;0;0;0;0;8749175.495;0;0;0;0;0;0;0;0;0;8749175.495
HSA;1;04.10.2006;0;0;0;0;0;0;0;0;0;9739213.775;0;0;0;0;0;0;0;0;0;9739213.775
HSA;2;04.10.2006;0;0;0;0;0;0;0;0;0;10591107.18;0;0;0;0;0;0;0;0;0;10591107.18
HSA;3;04.10.2006;0;0;0;0;0;0;0;0;0;9241054.979;0;0;0;0;0;0;0;0;0;9241054.979
HSA;4;04.10.2006;0;0;0;0;0;0;0;0;0;7269051.821;0;0;0;0;0;0;0;0;0;7269051.821
HSA;5;04.10.2006;0;0;0;0;0;0;0;0;0;11612803.66;0;0;0;0;0;0;0;0;0;11612803.66
HSA;6;04.10.2006;0;0;0;0;0;0;0;0;0;8317472.757;0;0;0;0;0;0;0;0;0;8317472.757
HSA;7;04.10.2006;0;0;0;0;0;0;0;0;0;6800345.991;0;0;0;0;0;0;0;0;0;6800345.991
HSA;8;04.10.2006;0;0;0;0;0;0;0;0;0;8445675.388;0;0;0;0;0;0;0;0;0;8445675.388
HSP;1;04.10.2006;0;0;0;0;0;0;0;0;0;9578044.753;0;0;0;0;0;0;0;0;0;9578044.753
HSP;2;04.10.2006;0;0;0;0;0;0;0;0;0;5022899.228;0;0;0;0;0;0;0;0;0;5022899.228
HSP;3;04.10.2006;0;0;0;0;0;0;0;0;0;6907243.812;0;0;0;0;0;0;0;0;0;6907243.812
HSP;4;04.10.2006;0;38760369;15391.97726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38775760.97
HSP;5;04.10.2006;52827964.95;836655.0449;0;0;0;0;0;0;0;4583.219034;0;0;0;0;0;0;0;0;0;53669203.22
HSP;6;04.10.2006;0;0;0;0;0;0;0;0;0;10846931.02;0;0;0;0;0;0;0;0;0;10846931.02
HSP;7;04.10.2006;0;29661703.13;15112.12312;0;0;0;0;0;0;36165.76474;0;0;0;0;0;0;0;0;0;29712981.02
HSP;8;04.10.2006;0;0;0;0;0;0;0;0;0;3359058.449;0;0;0;0;0;0;0;0;0;3359058.449
HVA;1;04.10.2006;0;0;0;0;0;0;0;0;0;7172907.036;0;0;0;0;0;0;0;0;0;7172907.036
HVA;2;04.10.2006;0;0;0;0;0;0;0;0;0;9624093.045;0;0;0;0;0;0;0;0;0;9624093.045
HVA;3;04.10.2006;0;0;0;0;0;0;0;0;0;11814264.94;0;0;0;0;0;0;0;0;0;11814264.94
HVA;4;04.10.2006;0;0;0;0;0;0;0;0;0;10096088.04;0;0;0;0;0;0;0;0;0;10096088.04
HVA;5;04.10.2006;0;0;0;0;0;0;0;0;0;8665451.328;0;0;0;0;0;0;0;0;0;8665451.328
HVA;6;04.10.2006;0;0;0;0;0;0;0;0;0;6308616.015;0;0;0;0;0;0;0;0;0;6308616.015
HVA;7;04.10.2006;0;0;0;0;0;0;0;0;0;8106418.085;0;0;0;0;0;0;0;0;0;8106418.085
HVA;8;04.10.2006;0;0;0;0;0;0;0;0;0;6833237.628;0;0;0;0;0;0;0;0;0;6833237.628
HVP;1;04.10.2006;0;0;0;0;0;0;0;0;0;5674774.818;0;0;0;0;0;0;0;0;0;5674774.818
HVP;2;04.10.2006;0;0;0;0;0;0;0;0;0;8822434.142;0;0;0;0;0;0;0;0;0;8822434.142
HVP;3;04.10.2006;0;0;0;0;0;0;0;0;0;10309700.95;0;0;0;0;0;0;0;0;0;10309700.95
HVP;4;04.10.2006;38693062.83;3890445.959;0;0;0;0;0;0;0;2255.234763;0;0;0;0;0;0;0;0;0;42585764.02
HVP;5;04.10.2006;0;31437947.14;4197.811979;0;0;0;0;0;0;1435.149395;0;827643.5687;0;0;0;0;0;0;0;32271223.67
